Start Time,End Time,Duration,expName,Version,subjectID,timingFile,Session,Event,Sound Type
2021-11-17 15:27:46.615,2021-11-17 15:27:49.601,2.986254,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:49.612,2021-11-17 15:27:49.617,0.005456,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:49.628,2021-11-17 15:27:50.613,0.985142,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:50.624,2021-11-17 15:27:50.629,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:50.640,2021-11-17 15:27:53.375,2.735378,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:53.387,2021-11-17 15:27:53.391,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:27:53.403,2021-11-17 15:27:55.888,2.485518,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:55.899,2021-11-17 15:27:55.904,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:55.915,2021-11-17 15:27:56.900,0.985148,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:56.911,2021-11-17 15:27:56.916,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:56.927,2021-11-17 15:27:58.663,1.736581,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:58.675,2021-11-17 15:27:58.680,0.004463,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:58.690,2021-11-17 15:28:01.176,2.485222,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:01.187,2021-11-17 15:28:01.192,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:28:01.202,2021-11-17 15:28:03.188,1.985517,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:03.198,2021-11-17 15:28:03.203,0.005001,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:28:03.214,2021-11-17 15:28:04.199,0.985184,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:04.211,2021-11-17 15:28:04.216,0.004958,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:28:04.226,2021-11-17 15:28:05.461,1.235042,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:05.474,2021-11-17 15:28:05.478,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:28:05.490,2021-11-17 15:28:06.474,0.984027,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:06.485,2021-11-17 15:28:06.490,0.004959,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:28:06.500,2021-11-17 15:28:07.736,1.235577,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:07.749,2021-11-17 15:28:07.754,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\VNGADGET.WAV,Novel
2021-11-17 15:28:07.765,2021-11-17 15:28:10.747,2.982592,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:10.759,2021-11-17 15:28:10.764,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:28:10.775,2021-11-17 15:28:12.760,1.984364,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:12.771,2021-11-17 15:28:12.775,0.004438,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:28:12.786,2021-11-17 15:28:13.771,0.984987,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:13.782,2021-11-17 15:28:13.787,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:28:13.798,2021-11-17 15:28:16.284,2.486271,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:16.295,2021-11-17 15:28:16.300,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:28:16.310,2021-11-17 15:28:17.796,1.486052,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:28:17.809,2021-11-17 15:28:17.814,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
