TimeStamp,expName,Version,subjectID,Session,Event
2021-11-17 15:31:03.172,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:03.179,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:03.182,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:03.189,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:06.189,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:06.196,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:06.199,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:06.207,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:08.700,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:08.708,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PN650HZ.WAV
2021-11-17 15:31:08.711,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PN650HZ.WAV
2021-11-17 15:31:08.718,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:11.714,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:11.721,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:11.724,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:11.730,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:13.483,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:13.492,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:13.495,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:13.503,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:16.244,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:16.251,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:16.254,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:16.261,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:18.006,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:18.013,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PN650HZ.WAV
2021-11-17 15:31:18.016,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PN650HZ.WAV
2021-11-17 15:31:18.023,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:20.523,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:20.531,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:20.534,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:20.541,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:21.789,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:21.797,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:21.799,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:21.806,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:23.796,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:23.804,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:23.807,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:23.814,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:26.054,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:26.061,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:26.064,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:26.071,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:28.077,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:28.084,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:28.087,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:28.094,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:29.346,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:29.355,Auditory Oddball Task,1.0,1,1,Sound played (start):sound\ANSEALIO.WAV
2021-11-17 15:31:29.358,Auditory Oddball Task,1.0,1,1,Sound played (end):sound\ANSEALIO.WAV
2021-11-17 15:31:29.365,Auditory Oddball Task,1.0,1,1,Interval (start)
2021-11-17 15:31:32.357,Auditory Oddball Task,1.0,1,1,Interval (end)
2021-11-17 15:31:32.364,Auditory Oddball Task,1.0,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:31:32.367,Auditory Oddball Task,1.0,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:31:32.373,Auditory Oddball Task,1.0,1,1,Interval (start)
