Index,subjectID,Session,Version,Section,Subtrial,Event,Reward,Punishment,Duration(ms)
26,,1,1,TaskRun2,4,ITI screen displayed.,,,16715.77286720276
1,,1,1,TaskRun3,,After Calibration Before Door Practice Game,,,546.7939376831055
2,,1,1,TaskRun3,0,Playing Door Game (Before lock).,7,1,2626.856565475464
3,,1,1,TaskRun3,0,After lock: Door Anticipation Time.,7,1,2136.589527130127
4,,1,1,TaskRun3,0,Reward screen (score:7) displayed.,7,1,316.2977695465088
5,,1,1,TaskRun3,0,Reward screen (Door opened) displayed.,7,1,2012.92085647583
6,,1,1,TaskRun3,0,ITI screen displayed.,,,24582.49044418335
7,,1,1,TaskRun3,1,Playing Door Game (Before lock).,6,4,10272.495746612549
8,,1,1,TaskRun3,1,After lock: Door Anticipation Time.,6,4,2623.936176300049
9,,1,1,TaskRun3,1,Punishment screen (score:4) displayed.,6,4,364.62998390197754
10,,1,1,TaskRun3,1,Reward screen (Door opened) displayed.,6,4,2013.0674839019775
11,,1,1,TaskRun3,1,ITI screen displayed.,,,4278.000593185425
12,,1,1,TaskRun3,2,Playing Door Game (Before lock).,2,3,10278.295993804932
13,,1,1,TaskRun3,2,After lock: Door Anticipation Time.,2,3,3627.441167831421
14,,1,1,TaskRun3,2,Reward screen (Door not opened) displayed.,2,3,2.665996551513672
15,,1,1,TaskRun3,2,Reward screen (Door opened) displayed.,2,3,2011.214017868042
16,,1,1,TaskRun3,2,ITI screen displayed.,,,3418.253183364868
17,,1,1,TaskRun3,3,Playing Door Game (Before lock).,3,3,10288.952350616455
18,,1,1,TaskRun3,3,After lock: Door Anticipation Time.,3,3,2451.49302482605
19,,1,1,TaskRun3,3,Reward screen (Door not opened) displayed.,3,3,4.591464996337891
20,,1,1,TaskRun3,3,Reward screen (Door opened) displayed.,3,3,2012.5558376312256
21,,1,1,TaskRun3,3,ITI screen displayed.,,,20919.208526611328
22,,1,1,TaskRun3,4,Playing Door Game (Before lock).,5,6,10284.364938735962
23,,1,1,TaskRun3,4,After lock: Door Anticipation Time.,5,6,2611.5317344665527
24,,1,1,TaskRun3,4,Reward screen (score:5) displayed.,5,6,303.7590980529785
25,,1,1,TaskRun3,4,Reward screen (Door opened) displayed.,5,6,2013.7712955474854
26,,1,1,TaskRun3,4,ITI screen displayed.,,,22851.336240768433
